collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2024201549847,2024,201549847,1,1,3,1,33,6,2,1,3,0,0,-1,0,1,E01010053,7,1,1,0,1
2024991502864,2024,991502864,1,1,3,1,16,4,2,6,9,0,0,-1,0,8,-1,7,1,1,0,1
2024991520733,2024,991520733,1,1,3,1,70,10,2,1,1,0,0,-1,0,4,-1,6,1,1,0,1
2024010549010,2024,010549010,2,1,1,1,39,7,3,0,0,0,0,0,3,3,E01002774,3,1,0,1,1
2024010487319,2024,010487319,1,1,1,1,30,6,2,0,0,0,0,0,4,-1,-1,7,1,1,0,-1
2024361428610,2024,361428610,1,5,2,2,10,2,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024531482475,2024,531482475,2,5,2,2,13,3,3,0,0,0,0,0,9,10,E01032973,3,1,0,1,5
2024501414465,2024,501414465,1,1,3,2,13,3,3,5,2,0,0,-1,0,2,E01015082,3,1,0,1,1
2024101491915,2024,101491915,1,1,2,1,0,1,3,0,0,2,0,0,8,1,E01033547,3,1,0,1,1
2024010501660,2024,010501660,1,1,3,1,13,3,3,4,3,0,0,0,0,2,E01000049,3,1,0,1,1
2024411471239,2024,411471239,1,3,2,1,20,4,3,0,0,1,0,0,19,2,E01033807,3,1,0,1,4
2024010529787,2024,010529787,1,1,1,1,44,7,3,0,0,0,0,0,9,9,E01015982,3,1,0,1,3
2024161409529,2024,161409529,1,1,1,2,38,7,3,0,0,0,0,0,9,8,E01013186,3,1,0,1,1
2024411511245,2024,411511245,2,2,2,2,31,6,3,0,0,2,0,0,9,8,E01023834,3,1,0,1,1
2024421396703,2024,421396703,1,1,1,1,22,5,3,0,0,0,0,0,9,5,E01021785,3,1,0,1,2
2024451444150,2024,451444150,1,1,1,1,47,8,3,0,0,0,0,0,9,9,E01030716,3,1,0,1,1
2024991466880,2024,991466880,1,2,2,1,19,4,2,0,0,1,0,0,9,10,-1,6,1,1,0,2
202460Q106841,2024,60Q106841,1,1,3,2,68,10,3,9,5,0,0,0,0,-1,-1,-1,0,0.16418,0.83582,-1
2024421423348,2024,421423348,1,1,1,1,24,5,2,0,0,0,0,0,5,3,E01015856,7,1,1,0,1
2024501528088,2024,501528088,3,2,1,1,63,9,3,0,0,0,0,0,1,6,E01018808,3,1,0,1,1
2024141448915,2024,141448915,2,1,1,2,21,5,3,0,0,0,0,0,9,5,E01007347,3,1,0,1,1
2024201422726,2024,201422726,2,1,2,1,34,6,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2024231452958,2024,231452958,2,1,1,2,36,7,3,0,0,0,0,0,9,10,E01010170,3,1,0,1,3
202460Q176026,2024,60Q176026,2,2,2,1,26,6,3,0,0,2,0,0,9,-1,-1,-1,0,0.01246,0.98754,-1
2024010547808,2024,010547808,2,1,1,2,31,6,3,0,0,0,0,0,90,4,E01001903,3,1,0,1,1
2024361415792,2024,361415792,1,1,3,1,45,7,2,9,7,0,0,-1,0,4,E01026697,6,1,1,0,1
2024010538406,2024,010538406,2,1,1,1,43,7,3,0,0,0,0,0,1,9,E01001905,3,1,0,1,1
2024201434440,2024,201434440,2,1,1,1,-1,-1,2,0,0,0,0,0,3,8,E01010565,7,1,1,0,1
2024501487003,2024,501487003,1,1,1,1,40,7,2,0,0,0,0,0,97,-1,-1,7,1,1,0,-1
2024161501995,2024,161501995,1,1,1,2,29,6,3,0,0,0,0,0,4,2,E01012871,3,1,0,1,4
2024440222157,2024,440222157,1,1,1,1,13,3,3,0,0,0,0,0,1,3,E01017228,-1,0,0.11837,0.88163,1
2024010550281,2024,010550281,2,1,1,1,39,7,2,0,0,0,0,0,5,3,E01001602,-1,0,1,0,3
2024351569729,2024,351569729,1,1,1,2,44,7,3,0,0,0,0,0,9,9,E01023770,3,1,0,1,4
2024471396149,2024,471396149,2,1,1,1,32,6,3,0,0,0,0,0,9,4,E01031441,3,1,0,1,1
2024052401484,2024,052401484,1,1,3,2,8,2,3,5,9,0,0,0,0,1,E01006448,-1,0,0.10794,0.89206,1
2024552401246,2024,552401246,2,1,1,1,17,4,3,0,0,0,0,0,3,4,E01034278,-1,0,0.12877,0.87123,2
2024052401115,2024,052401115,1,1,1,1,48,8,3,0,0,0,0,0,4,6,E01015496,-1,0,0.22022,0.77978,5
2024010522351,2024,010522351,1,1,1,1,22,5,3,0,0,0,0,0,9,4,E01021437,3,1,0,1,2
2024131510816,2024,131510816,2,2,2,1,33,6,3,0,0,2,0,0,9,8,E01011873,3,1,0,1,1
2024991477993,2024,991477993,2,1,1,1,50,8,3,0,0,0,0,0,3,-1,-1,3,1,0,1,-1
2024421426887,2024,421426887,1,1,1,1,54,8,2,0,0,0,0,0,5,6,E01003386,6,1,1,0,4
2024320698913,2024,320698913,2,1,1,1,39,7,3,0,0,0,0,0,19,1,E01012867,-1,0,0.06653,0.93347,4
2024010515496,2024,010515496,1,1,1,1,40,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024070446749,2024,070446749,2,1,1,2,40,7,3,0,0,0,0,0,9,-1,-1,-1,0,0.02712,0.97288,-1
2024201462091,2024,201462091,2,1,1,1,26,6,3,0,0,0,0,0,9,1,E01010054,3,1,0,1,1
2024421423669,2024,421423669,1,1,1,-1,-1,-1,3,0,0,0,0,0,1,-1,-1,3,1,0,1,-1
2024991417773,2024,991417773,1,1,3,2,52,8,3,6,9,0,0,-1,0,7,-1,3,1,0,1,1
2024161452663,2024,161452663,2,4,1,1,38,7,3,0,0,0,0,0,19,5,E01012822,3,1,0,1,3
2024471462014,2024,471462014,1,1,3,1,22,5,2,10,9,0,0,-1,0,3,E01023336,7,1,1,0,4
2024451477789,2024,451477789,1,1,1,1,24,5,3,0,0,0,0,0,1,8,E01030390,3,1,0,1,1
2024141516924,2024,141516924,1,1,3,1,7,2,2,5,3,0,0,-1,0,-1,-1,5,1,1,0,-1
2024991419532,2024,991419532,2,1,2,1,52,8,2,0,0,-1,0,0,-1,1,-1,7,1,1,0,1
2024501402195,2024,501402195,1,1,3,1,49,8,3,9,5,0,0,-1,0,3,E01015206,3,1,0,1,4
2024311456597,2024,311456597,2,1,1,1,13,3,3,0,0,0,0,0,1,1,E01013846,3,1,0,1,1
2024010521631,2024,010521631,2,1,1,1,16,4,3,0,0,0,0,0,1,3,E01003533,3,1,0,1,1
2024421438208,2024,421438208,2,1,1,1,31,6,3,0,0,0,0,0,3,2,E01003048,3,1,0,1,4
2024320471113,2024,320471113,1,1,3,1,12,3,3,8,1,0,0,0,0,10,E01026324,-1,0,0.1123,0.8877,1
2024010497096,2024,010497096,1,1,1,1,33,6,3,0,0,0,0,0,9,8,E01002534,3,1,0,1,1
2024991413663,2024,991413663,1,1,1,2,38,7,3,0,0,0,0,0,9,8,-1,3,1,0,1,1
2024052402814,2024,052402814,1,1,3,1,75,10,3,6,9,0,0,0,0,1,E01006569,-1,0,0.13285,0.86715,1
2024201418359,2024,201418359,1,1,3,2,16,4,2,5,1,0,0,-1,0,1,E01010277,7,1,1,0,1
2024522402717,2024,522402717,1,1,3,1,44,7,3,10,9,0,0,0,0,1,E01033356,-1,0,0.03208,0.96792,1
2024131475824,2024,131475824,2,1,3,1,6,2,3,9,9,0,0,-1,0,1,E01011134,3,1,0,1,1
2024010530052,2024,010530052,2,1,1,2,23,5,2,0,0,0,0,0,1,5,E01001275,5,1,1,0,1
2024471406163,2024,471406163,2,1,2,2,23,5,3,0,0,0,4,0,11,5,E01016886,3,1,0,1,4
2024351443098,2024,351443098,2,1,1,2,27,6,3,0,0,0,0,0,9,6,E01018035,3,1,0,1,1
2024401442546,2024,401442546,2,1,1,1,44,7,3,0,0,0,0,0,9,5,E01015718,3,1,0,1,1
2024991493469,2024,991493469,1,2,2,2,57,9,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2024010494927,2024,010494927,1,1,1,1,44,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024440365113,2024,440365113,1,2,2,1,18,4,3,0,0,9,0,0,9,5,E01017306,-1,0,0.00486,0.99514,2
202454A897524,2024,54A897524,1,1,1,1,43,7,3,0,0,0,0,0,9,1,E01017274,-1,0,0.0696,0.9304,4
2024552401527,2024,552401527,2,1,1,1,73,10,3,0,0,0,0,0,9,6,E01023023,-1,0,0.11996,0.88004,4
2024531458648,2024,531458648,2,1,1,1,23,5,3,0,0,0,0,0,19,8,E01022423,3,1,0,1,1
2024141399542,2024,141399542,2,1,1,1,29,6,2,0,0,0,0,0,97,1,E01007500,7,1,1,0,1
2024010546227,2024,010546227,1,1,1,2,21,5,3,0,0,0,0,0,9,5,E01004641,3,1,0,1,1
2024141483665,2024,141483665,3,3,1,2,66,10,3,0,0,0,0,0,9,4,E01007819,3,1,0,1,1
2024421407441,2024,421407441,2,1,1,1,51,8,3,0,0,0,0,0,9,3,E01001412,3,1,0,1,3
2024052401651,2024,052401651,3,5,1,2,57,9,2,0,0,0,0,0,9,5,E01007014,-1,0,1,0,1
2024552401195,2024,552401195,2,1,1,1,20,4,1,0,0,0,0,0,5,6,E01020440,-1,0,0,0,2
2024010535886,2024,010535886,1,2,3,1,12,3,3,1,1,0,0,0,0,5,E01004048,3,1,0,1,1
2024211475448,2024,211475448,1,2,2,2,15,3,2,0,0,1,0,0,9,-1,-1,6,1,1,0,-1
2024010529264,2024,010529264,1,1,1,1,31,6,3,0,0,0,0,0,1,2,E01001848,3,1,0,1,1
2024141521279,2024,141521279,1,1,1,1,44,7,3,0,0,0,0,0,9,1,E01007737,3,1,0,1,3
2024211405547,2024,211405547,1,1,1,2,60,9,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024340WN2322,2024,340WN2322,2,2,2,1,4,1,3,0,0,2,0,0,9,-1,-1,3,1,0.04537,0.95463,-1
2024991434154,2024,991434154,1,2,2,1,13,3,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024061470112,2024,061470112,2,1,1,1,57,9,3,0,0,0,0,0,22,1,E01005422,3,1,0,1,1
2024010500446,2024,010500446,1,1,1,2,51,8,3,0,0,0,0,0,9,3,E01001650,3,1,0,1,3
2024010551301,2024,010551301,1,1,1,2,38,7,3,0,0,0,0,0,9,2,E01003508,3,1,0,1,1
2024351398817,2024,351398817,1,1,2,2,57,9,3,0,0,1,0,0,9,2,E01022056,3,1,0,1,5
2024531439283,2024,531439283,1,1,1,2,27,6,3,0,0,0,0,0,9,7,E01022239,3,1,0,1,1
2024991439020,2024,991439020,1,1,1,1,28,6,3,0,0,0,0,0,9,1,-1,3,1,0,1,1
2024401477359,2024,401477359,2,1,1,1,39,7,2,0,0,0,0,0,1,3,E01017515,7,1,1,0,1
2024010501782,2024,010501782,2,1,1,1,26,6,3,0,0,0,0,0,2,3,E01003251,3,1,0,1,2
2024201486218,2024,201486218,1,1,3,1,3,1,2,5,2,0,0,-1,0,1,E01009372,7,1,1,0,1
2024401535990,2024,401535990,1,2,3,2,42,7,3,1,3,0,0,-1,0,9,E01017463,3,1,0,1,1
2024010517794,2024,010517794,2,1,1,1,55,8,2,0,0,0,0,0,1,3,E01003925,7,1,1,0,1
2024010547628,2024,010547628,1,1,1,1,43,7,3,0,0,0,0,0,8,9,E01003744,3,1,0,1,4
2024501474850,2024,501474850,1,1,3,2,48,8,2,5,1,0,0,-1,0,7,E01019987,7,1,1,0,1
2024010517906,2024,010517906,1,1,1,1,34,6,3,0,0,0,0,0,19,2,E01034149,3,1,0,1,1
2024141502305,2024,141502305,1,1,1,1,45,7,2,0,0,0,0,0,5,3,E01028064,7,1,1,0,3
2024302400420,2024,302400420,1,1,3,2,9,2,3,5,3,0,0,0,0,3,E01019856,-1,0,0.12335,0.87665,1
2024332400108,2024,332400108,1,1,3,2,-1,-1,3,6,9,0,0,-1,0,1,E01013640,3,1,0,1,1
2024041509284,2024,041509284,3,3,1,1,27,6,3,0,0,0,0,0,19,1,-1,3,1,0,1,5
2024010518459,2024,010518459,1,1,1,1,30,6,3,0,0,0,0,0,1,6,E01004488,3,1,0,1,3
2024010523929,2024,010523929,1,1,3,2,41,7,3,6,9,0,0,0,0,2,E01034488,3,1,0,1,1
2024141425459,2024,141425459,1,1,3,2,12,3,3,2,3,0,0,-1,0,5,E01007653,3,1,0,1,1
202417S411324,2024,17S411324,1,1,3,1,12,3,3,4,3,0,0,-1,0,1,E01012252,3,1,0,1,1
2024161443959,2024,161443959,2,1,1,1,16,4,2,0,0,0,0,0,1,9,E01035479,7,1,1,0,1
2024991447739,2024,991447739,2,1,1,1,15,3,3,0,0,0,0,0,1,9,-1,3,1,0,1,1
2024010516925,2024,010516925,1,1,3,2,49,8,3,1,1,0,0,0,0,4,E01000490,3,1,0,1,1
2024411404741,2024,411404741,1,1,3,1,78,11,2,5,1,0,0,-1,0,10,E01023473,6,1,1,0,1
2024070052020,2024,070052020,1,1,1,2,37,7,3,0,0,0,0,0,9,3,E01018611,-1,0,0.07547,0.92453,1
2024101526939,2024,101526939,1,1,1,1,31,6,2,0,0,0,0,0,9,-1,-1,7,1,1,0,-1
2024351534060,2024,351534060,1,1,1,2,69,10,3,0,0,0,0,0,9,3,E01017979,3,1,0,1,1
2024622400108,2024,622400108,1,1,1,1,94,11,3,0,0,0,0,0,9,-1,-1,-1,0,0.09462,0.90538,-1
2024010549320,2024,010549320,2,1,1,1,19,4,3,0,0,0,0,0,23,-1,-1,3,1,0,1,-1
2024041450764,2024,041450764,2,1,1,2,29,6,3,0,0,0,0,0,9,3,E01025234,3,1,0,1,1
2024201502405,2024,201502405,2,1,1,2,38,7,3,0,0,0,0,0,9,5,E01009774,3,1,0,1,2
2024302401766,2024,302401766,1,1,1,1,27,6,3,0,0,0,0,0,9,3,E01013547,-1,0,0.0442,0.9558,1
2024501468711,2024,501468711,2,1,1,2,33,6,3,0,0,0,0,0,9,6,E01015244,3,1,0,1,2
2024361403574,2024,361403574,1,1,1,1,27,6,3,0,0,0,0,0,9,5,E01026493,3,1,0,1,1
2024010495114,2024,010495114,1,1,1,1,26,6,3,0,0,0,0,0,9,6,E01003741,3,1,0,1,1
2024311529438,2024,311529438,1,1,2,2,28,6,2,0,0,1,0,0,9,2,E01013897,6,1,1,0,4
2024471420497,2024,471420497,1,1,1,2,35,6,3,0,0,0,0,0,9,4,E01031836,3,1,0,1,1
2024501459223,2024,501459223,1,1,1,1,48,8,3,0,0,0,0,0,9,5,E01019073,3,1,0,1,1
2024231440174,2024,231440174,2,1,1,2,49,8,3,0,0,0,0,0,9,8,E01035031,3,1,0,1,3
2024302400806,2024,302400806,1,1,1,1,18,4,3,0,0,0,0,0,9,4,E01013459,-1,0,0.08651,0.91349,2
2024311477293,2024,311477293,1,3,2,1,72,10,2,0,0,1,0,0,9,6,E01028312,6,1,1,0,3
2024461397764,2024,461397764,1,1,1,1,33,6,3,0,0,0,0,0,9,1,E01016083,3,1,0,1,3
2024201458965,2024,201458965,1,1,2,2,15,3,3,0,0,2,0,0,9,2,E01009890,3,1,0,1,1
2024211529116,2024,211529116,2,1,1,1,30,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024461487152,2024,461487152,2,2,1,1,40,7,3,0,0,0,0,0,9,3,E01033209,3,1,0,1,4
2024010534081,2024,010534081,1,1,1,1,24,5,3,0,0,0,0,0,9,2,E01000533,3,1,0,1,1
2024122401126,2024,122401126,2,2,1,1,79,11,2,0,0,0,0,0,9,8,E01027895,-1,0,1,0,1
2024430265108,2024,430265108,1,1,1,1,26,6,3,0,0,0,0,0,9,10,E01016553,-1,0,0.08977,0.91023,1
2024461431409,2024,461431409,2,1,1,1,71,10,3,0,0,0,0,0,9,9,E01023999,3,1,0,1,4
2024430331477,2024,430331477,3,1,1,1,44,7,3,0,0,0,0,0,9,3,E01016746,-1,0,0.06664,0.93336,3
2024122401225,2024,122401225,1,1,1,2,18,4,3,0,0,0,0,0,9,10,E01027733,-1,0,0.05744,0.94256,2
2024471507712,2024,471507712,1,1,1,1,23,5,3,0,0,0,0,0,9,8,E01024077,3,1,0,1,5
2024041433238,2024,041433238,1,1,3,2,12,3,3,1,1,0,0,-1,0,3,E01025407,3,1,0,1,1
2024131459372,2024,131459372,2,1,1,1,38,7,3,0,0,0,0,0,19,1,E01011475,3,1,0,1,1
2024061485332,2024,061485332,1,1,3,1,68,10,3,6,7,0,0,-1,0,8,E01005837,3,1,0,1,1
2024010533184,2024,010533184,2,1,1,1,27,6,3,0,0,0,0,0,1,7,E01004216,3,1,0,1,1
2024070201176,2024,070201176,2,1,1,1,53,8,2,0,0,0,0,0,1,8,E01018668,-1,0,1,0,1
2024010542919,2024,010542919,2,1,1,1,37,7,2,0,0,0,0,0,5,-1,-1,7,1,1,0,-1
2024991496013,2024,991496013,2,1,1,1,42,7,2,0,0,0,0,0,5,1,-1,6,1,1,0,5
2024131411395,2024,131411395,2,2,1,2,51,8,3,0,0,0,0,0,9,5,E01011415,3,1,0,1,1
2024010535006,2024,010535006,1,1,1,1,51,8,3,0,0,0,0,0,1,5,E01002667,3,1,0,1,2
2024440023057,2024,440023057,1,1,2,1,46,8,3,0,0,2,0,0,8,6,E01022716,-1,0,0.04849,0.95151,1
2024320316710,2024,320316710,1,1,1,1,20,4,3,0,0,0,0,0,9,1,E01026010,-1,0,0.06852,0.93148,2
2024461484258,2024,461484258,2,1,2,2,31,6,3,0,0,1,0,0,9,6,E01035004,3,1,0,1,1
2024010507453,2024,010507453,10,6,1,1,22,5,2,0,0,0,0,0,16,6,E01035718,6,1,1,0,1
2024010541689,2024,010541689,1,1,1,1,22,5,3,0,0,0,0,0,9,2,E01001437,3,1,0,1,1
2024041418197,2024,041418197,1,2,2,1,8,2,3,0,0,2,0,0,9,2,E01025077,3,1,0,1,4
2024161478007,2024,161478007,2,1,1,1,25,5,3,0,0,0,0,0,9,6,E01013160,3,1,0,1,1
2024201504074,2024,201504074,2,1,1,2,32,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024531424736,2024,531424736,1,1,1,1,80,11,3,0,0,0,0,0,9,6,E01015478,3,1,0,1,4
2024991522786,2024,991522786,1,1,1,2,51,8,3,0,0,0,0,0,9,5,-1,3,1,0,1,1
2024201499832,2024,201499832,2,1,1,1,54,8,2,0,0,0,0,0,1,-1,-1,5,1,1,0,-1
2024552400373,2024,552400373,1,2,1,1,58,9,3,0,0,0,0,0,1,10,E01020406,-1,0,0.18972,0.81028,1
2024451525724,2024,451525724,1,1,1,1,17,4,3,0,0,0,0,0,3,9,E01030976,3,1,0,1,1
2024010524164,2024,010524164,1,1,1,1,49,8,3,0,0,0,0,0,9,4,E01000929,3,1,0,1,1
2024461487030,2024,461487030,1,1,1,1,46,8,3,0,0,0,0,0,9,9,E01024431,3,1,0,1,1
202417S214524,2024,17S214524,2,3,1,1,28,6,3,0,0,0,0,0,19,2,E01008780,3,1,0,1,4
2024010508997,2024,010508997,1,1,1,2,69,10,3,0,0,0,0,0,9,2,E01000603,3,1,0,1,2
2024131413985,2024,131413985,2,1,1,1,59,9,3,0,0,0,0,0,9,3,E01011260,3,1,0,1,2
2024332401196,2024,332401196,1,1,1,2,34,6,3,0,0,0,0,0,9,7,E01013669,3,1,0,1,1
2024421417215,2024,421417215,2,2,2,1,35,6,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
202417H104224,2024,17H104224,2,2,2,1,20,4,2,0,0,0,0,0,23,7,E01011998,5,1,1,0,2
2024211522295,2024,211522295,1,1,2,2,7,2,3,0,0,2,0,0,9,6,E01029821,3,1,0,1,1
2024451515474,2024,451515474,1,1,1,1,48,8,3,0,0,0,0,0,9,7,E01030708,3,1,0,1,1
2024010512130,2024,010512130,2,1,1,2,49,8,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024421497629,2024,421497629,2,2,2,2,17,4,3,0,0,1,0,0,9,2,E01021270,3,1,0,1,1
2024010534524,2024,010534524,1,1,1,1,20,4,3,0,0,0,0,0,9,2,E01033584,3,1,0,1,1
2024041452246,2024,041452246,1,2,1,2,65,9,3,0,0,0,0,0,9,5,E01025508,3,1,0,1,3
2024141461786,2024,141461786,1,1,1,1,22,5,3,0,0,0,0,0,9,3,E01007971,3,1,0,1,1
2024440325336,2024,440325336,2,1,1,2,26,6,3,0,0,0,0,0,9,10,E01023092,-1,0,0.04978,0.95022,1
2024440535989,2024,440535989,2,1,1,2,74,10,3,0,0,0,0,0,9,5,E01022539,-1,0,0.07587,0.92413,1
2024471404451,2024,471404451,2,2,1,2,50,8,3,0,0,0,0,0,9,9,E01031505,3,1,0,1,1
2024522401370,2024,522401370,2,1,1,1,55,8,3,0,0,0,0,0,1,2,E01014802,-1,0,0.0999,0.9001,1
2024010546273,2024,010546273,1,1,1,1,39,7,3,0,0,0,0,0,3,7,E01003434,3,1,0,1,2
2024221434326,2024,221434326,2,1,1,1,72,10,2,0,0,0,0,0,1,2,W01000498,7,1,1,0,2
2024131510238,2024,131510238,2,1,1,1,38,7,2,0,0,0,0,0,1,-1,-1,7,1,1,0,-1
2024631459267,2024,631459267,1,1,3,1,66,10,3,5,3,0,0,-1,0,8,W01002013,3,1,0,1,1
2024161502678,2024,161502678,1,1,1,1,17,4,2,0,0,0,0,0,9,9,E01026402,7,1,1,0,2
2024211505763,2024,211505763,1,1,2,1,61,9,3,0,0,1,0,0,9,1,E01010527,3,1,0,1,2
2024361488408,2024,361488408,2,2,2,2,60,9,3,0,0,1,0,0,9,5,E01025879,3,1,0,1,4
2024010542717,2024,010542717,2,1,1,1,33,6,3,0,0,0,0,0,9,10,E01016606,3,1,0,1,3
2024501435987,2024,501435987,2,1,1,2,45,7,3,0,0,0,0,0,9,10,E01020200,3,1,0,1,4
2024041537829,2024,041537829,1,1,1,1,69,10,3,0,0,0,0,0,9,1,E01004818,3,1,0,1,4
2024111398182,2024,111398182,1,3,2,2,4,1,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024010504134,2024,010504134,2,2,1,1,68,10,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024231545739,2024,231545739,2,1,1,1,62,9,3,0,0,0,0,0,9,5,E01010578,3,1,0,1,5
2024010532086,2024,010532086,1,1,1,2,81,11,3,0,0,0,0,0,9,10,E01023840,3,1,0,1,1
2024131474065,2024,131474065,1,1,1,1,50,8,3,0,0,0,0,0,9,1,E01010731,3,1,0,1,2
2024311412794,2024,311412794,2,1,1,1,35,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2024311482511,2024,311482511,1,1,2,2,7,2,3,0,0,2,0,0,9,7,E01028193,3,1,0,1,1
2024631493307,2024,631493307,2,2,1,2,22,5,2,0,0,0,0,0,9,7,W01000572,7,1,1,0,1
2024991417114,2024,991417114,1,1,2,2,61,9,3,0,0,0,2,0,11,4,-1,3,1,0,1,2
2024311533433,2024,311533433,1,1,2,2,19,4,2,0,0,1,0,0,9,2,E01027954,5,1,1,0,1
2024010499689,2024,010499689,1,1,2,2,53,8,3,0,0,0,4,0,11,-1,-1,3,1,0,1,-1
2024411473339,2024,411473339,1,1,2,1,34,6,3,0,0,1,0,0,98,-1,-1,3,1,0,1,-1
2024010551435,2024,010551435,1,1,1,1,18,4,2,0,0,0,0,0,3,4,E01004031,7,1,1,0,3
2024361465077,2024,361465077,1,1,1,1,19,4,1,0,0,0,0,0,4,5,E01018067,1,1,0,0,2
2024531517138,2024,531517138,1,1,3,2,29,6,3,6,9,0,0,-1,0,6,E01022374,3,1,0,1,1
2024141557268,2024,141557268,1,2,2,2,28,6,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2024141441843,2024,141441843,2,1,1,1,65,9,3,0,0,0,0,0,1,7,E01007754,3,1,0,1,1
2024010498701,2024,010498701,1,1,2,1,63,9,3,0,0,1,0,0,9,7,E01000391,3,1,0,1,1
2024141424051,2024,141424051,1,2,2,1,53,8,3,0,0,1,0,0,9,7,E01007911,3,1,0,1,4
2024201451309,2024,201451309,2,1,1,2,23,5,3,0,0,0,0,0,9,2,E01010529,3,1,0,1,1
2024201500279,2024,201500279,2,1,1,1,46,8,3,0,0,0,0,0,9,3,E01009938,3,1,0,1,1
2024440261992,2024,440261992,1,1,1,2,36,7,3,0,0,0,0,0,9,9,E01023053,-1,0,0.02765,0.97235,1
202460Q106378,2024,60Q106378,2,1,2,2,64,9,2,0,0,0,2,0,11,-1,-1,-1,0,1,0,-1
2024010518911,2024,010518911,1,1,1,1,18,4,3,0,0,0,0,0,1,7,E01002061,3,1,0,1,1
2024430352720,2024,430352720,2,1,1,1,33,6,3,0,0,0,0,0,5,2,E01028514,-1,0,0.1443,0.8557,4
2024010516608,2024,010516608,1,1,1,1,48,8,3,0,0,0,0,0,9,4,E01000029,3,1,0,1,1
2024440355154,2024,440355154,1,2,2,2,58,9,3,0,0,1,0,0,9,7,E01023167,-1,0,0.15645,0.84355,2
2024010535702,2024,010535702,1,1,3,1,12,3,3,1,3,0,0,0,0,3,E01001578,3,1,0,1,1
2024052400649,2024,052400649,2,1,1,2,70,10,2,0,0,0,0,0,9,2,E01006508,-1,0,1,0,2
2024311493251,2024,311493251,2,1,1,1,48,8,3,0,0,0,0,0,9,4,E01027945,3,1,0,1,1
2024101511584,2024,101511584,2,1,1,1,19,4,3,0,0,0,0,0,1,-1,-1,3,1,0,1,-1
2024010487020,2024,010487020,2,1,1,1,23,5,3,0,0,0,0,0,1,-1,-1,3,1,0,1,-1
2024461411000,2024,461411000,1,1,1,1,25,5,3,0,0,0,0,0,3,6,E01034989,3,1,0,1,1
2024010524152,2024,010524152,1,1,1,1,35,6,3,0,0,0,0,0,5,-1,-1,3,1,0,1,-1
2024361517524,2024,361517524,1,1,1,1,40,7,3,0,0,0,0,0,9,1,E01026623,3,1,0,1,4
2024430551006,2024,430551006,1,2,2,2,70,10,3,0,0,1,0,0,9,3,E01016741,-1,0,0.18102,0.81898,1
2024501459129,2024,501459129,1,1,1,2,54,8,3,0,0,0,0,0,9,10,E01010176,3,1,0,1,5
2024010511718,2024,010511718,2,1,1,1,20,4,2,0,0,0,0,0,1,2,E01004088,7,1,1,0,1
2024440019387,2024,440019387,1,1,3,2,31,6,2,1,1,0,0,0,0,6,E01017025,-1,0,1,0,1
2024010503562,2024,010503562,1,1,1,1,28,6,3,0,0,0,0,0,3,7,E01002617,3,1,0,1,3
2024221490025,2024,221490025,1,1,1,1,48,8,3,0,0,0,0,0,5,1,E01014110,3,1,0,1,1
2024010519065,2024,010519065,2,1,1,2,29,6,3,0,0,0,0,0,9,6,E01003311,3,1,0,1,1
2024010523363,2024,010523363,2,1,1,2,47,8,3,0,0,0,0,0,9,6,E01033592,3,1,0,1,1
2024031462023,2024,031462023,2,1,1,1,73,10,1,0,0,0,0,0,9,-1,-1,1,1,0,0,-1
2024501399671,2024,501399671,1,1,1,2,36,7,3,0,0,0,0,0,9,7,E01018789,3,1,0,1,2
2024411439802,2024,411439802,2,1,1,1,29,6,2,0,0,0,0,0,3,4,E01002231,6,1,1,0,2
2024010511763,2024,010511763,1,1,1,2,45,7,3,0,0,0,0,0,9,2,E01000386,3,1,0,1,1
2024131409536,2024,131409536,1,1,2,2,45,7,3,0,0,1,0,0,9,1,E01033693,3,1,0,1,2
2024361484495,2024,361484495,2,1,1,1,67,10,3,0,0,0,0,0,1,5,E01026431,3,1,0,1,2
2024451457531,2024,451457531,1,1,1,2,58,9,3,0,0,0,0,0,9,9,E01030412,3,1,0,1,1
